income,credit_score,employment_years,loan_amount,loan_term,age,existing_debts,num_dependents,education,own_property,debt_to_income,loan_to_income,approved,avg_response_time,num_edits,inconsistency_score,session_duration,num_page_switches,behavior_score,fraud_score,is_fraud
18112.95,703,1.26,139920.24,84,48,2649.19,1,2,1,3.6091,7.7249,0,13.343,1,0.1336,16.03,0,0.0585,6.64,0
35189.55,630,5.57,10173.26,36,47,6384.89,4,2,1,2.2467,0.2891,0,7.762,2,0.1594,125.23,0,0.0743,4.81,0
26873.81,706,0.32,54536.62,84,21,3073.72,2,3,0,1.8596,2.0294,0,2.133,4,0.1818,78.11,1,0.1107,9.05,0
22118.01,644,0.72,35875.83,120,40,0.0,1,2,0,0.3893,1.622,0,65.108,2,0.0464,30.48,1,0.1014,7.5,0
126411.53,644,12.09,38509.32,36,24,6318.63,1,2,1,0.6729,0.3046,1,1.56,1,0.0346,43.52,0,0.024,0.0,0
56958.28,756,3.64,15423.99,12,46,11198.59,3,2,1,2.4243,0.2708,0,30.45,0,0.0535,52.72,0,0.0387,0.1,0
60405.06,559,4.2,42473.04,120,24,26272.96,0,0,0,5.3881,0.7031,0,25.996,2,0.3711,42.48,0,0.1424,36.91,0
41358.68,642,10.95,41195.54,24,40,0.0,1,3,1,0.2391,0.9961,1,34.166,0,0.4057,22.41,0,0.1299,20.79,0
44574.66,747,9.44,20989.2,12,45,10544.19,1,1,1,2.9516,0.4709,0,2.507,1,0.0865,25.17,1,0.0452,0.0,0
83324.91,667,5.92,31424.69,36,37,0.0,1,2,1,0.0905,0.3771,1,31.458,3,0.4861,35.04,0,0.1897,25.75,0
48156.65,606,2.89,13982.65,84,46,8694.06,2,1,1,2.2361,0.2904,0,7.271,0,0.0466,91.31,0,0.0177,0.0,0
65636.14,486,5.44,25412.36,84,40,4594.62,0,3,1,0.9329,0.3872,0,3.14,3,0.3344,41.83,1,0.1357,16.85,0
44011.12,435,8.89,61361.11,36,54,51299.51,2,3,0,14.3219,1.3942,0,4.537,2,0.2051,13.7,0,0.0831,41.89,0
40611.88,826,15.45,62163.57,60,24,0.0,3,1,0,0.3674,1.5307,0,19.853,0,0.3053,48.16,0,0.0929,1.89,0
22611.12,667,7.32,54157.73,120,32,11544.31,1,2,0,6.7015,2.3952,0,9.32,1,0.2889,23.67,0,0.094,31.27,0
16518.53,587,0.48,61343.95,12,21,4175.8,1,0,1,3.9248,3.7136,0,11.73,1,0.3068,40.15,1,0.108,27.78,0
42452.49,671,13.2,61867.62,120,33,0.0,0,3,1,0.3498,1.4573,0,3.615,0,0.1545,40.95,0,0.0416,5.01,0
50567.95,554,0.03,21626.93,60,23,11476.57,2,3,1,2.8261,0.4277,0,11.028,3,0.0573,25.72,1,0.073,10.67,0
24164.22,610,9.66,40974.51,120,21,6824.28,2,2,0,3.7959,1.6957,0,3.576,2,0.2625,65.17,2,0.1116,32.06,0
48100.07,555,4.37,66596.47,12,21,0.0,2,1,0,0.3323,1.3845,0,14.184,0,0.1903,11.31,2,0.0744,4.05,0
50491.68,512,7.39,13403.68,24,31,0.0,4,2,1,0.0637,0.2655,0,2.526,3,0.0373,57.69,0,0.0534,0.0,0
14975.87,450,0.82,13353.61,36,39,21067.15,1,2,1,17.0949,0.8917,0,28.512,2,0.0774,17.89,1,0.0786,25.69,0
29634.11,496,4.08,12881.89,84,42,2260.16,1,3,0,1.0196,0.4347,0,9.838,1,0.3731,33.8,1,0.123,2.34,0
61328.21,731,3.75,10294.85,60,48,32411.19,3,2,1,6.3821,0.1679,0,9.083,2,0.1058,18.24,1,0.0695,28.39,0
60650.45,551,3.01,16596.98,36,47,8783.56,2,2,1,1.8035,0.2736,0,8.813,1,0.596,73.33,0,0.1703,16.66,0
25990.3,688,3.31,23352.17,24,24,14876.6,2,2,0,7.0843,0.8985,0,7.806,4,0.1286,34.02,0,0.0946,24.92,0
53484.46,726,8.63,87815.96,48,28,3308.01,2,1,1,1.1363,1.6419,0,12.188,2,0.2038,40.47,0,0.0891,0.0,0
86019.04,641,7.54,24726.77,24,39,7138.91,0,0,1,1.0649,0.2875,0,9.943,1,0.198,30.54,0,0.0718,4.69,0
75161.18,613,1.89,12263.21,120,39,0.0,0,3,1,0.0392,0.1632,1,37.418,1,0.1513,28.36,0,0.083,6.31,0
46517.92,651,2.86,36608.01,84,52,10415.29,0,2,1,2.8757,0.787,0,3.297,1,0.0443,126.79,1,0.0353,0.0,0
37896.46,602,4.36,29061.62,84,33,3203.22,2,2,1,1.1984,0.7669,0,23.466,5,0.1616,54.1,0,0.13,1.32,0
34677.99,748,2.54,19763.94,48,45,4781.69,1,2,1,1.7914,0.5699,0,3.334,2,0.2728,30.24,0,0.099,12.86,0
63405.18,808,25.79,22413.84,60,35,0.0,3,1,1,0.0848,0.3535,1,10.47,1,0.2551,52.6,0,0.0865,3.56,0
54573.69,770,1.67,65749.53,24,40,14042.79,0,1,1,3.377,1.2048,0,16.39,0,0.2294,29.51,0,0.071,30.5,0
69298.06,446,2.83,13142.09,12,41,0.0,2,3,1,0.0455,0.1896,1,8.531,2,0.095,17.31,1,0.0663,16.69,0
52708.43,600,9.83,11128.33,24,36,0.0,0,3,0,0.0507,0.2111,1,11.039,2,0.2596,22.37,2,0.1171,13.79,0
76904.54,640,23.93,44508.84,48,26,27996.8,1,2,0,4.5075,0.5788,0,5.055,4,0.1087,62.02,0,0.0874,29.16,0
51638.66,681,3.06,22046.72,120,40,7276.74,3,1,1,1.7935,0.4269,0,7.301,0,0.2068,26.51,0,0.0578,0.0,0
75476.66,484,3.76,90123.47,12,44,17961.64,1,1,0,3.1423,1.1941,0,8.816,3,0.0719,14.12,0,0.0673,22.98,0
79138.32,483,10.31,29723.79,36,38,0.0,1,3,1,0.0901,0.3756,1,14.677,1,0.1097,25.04,1,0.0612,0.0,0
31492.68,757,0.0,30784.23,12,21,7317.9,2,2,1,3.023,0.9775,0,6.958,1,0.0401,36.43,1,0.0373,35.82,0
18133.58,589,1.11,54789.77,48,35,6231.23,0,0,0,4.8487,3.0215,0,16.381,4,0.1903,25.63,1,0.1247,29.78,0
114567.69,506,10.25,11082.2,120,44,5189.12,0,3,1,0.5667,0.0967,1,2.987,1,0.4448,32.05,1,0.1352,12.04,0
56452.92,540,1.6,40922.32,12,26,0.0,2,0,0,0.174,0.7249,0,9.652,4,0.3783,56.69,1,0.1661,6.82,0
19092.15,675,4.14,25909.06,60,48,7227.52,1,1,0,4.8684,1.3571,0,21.663,3,0.0701,16.17,2,0.0926,26.52,0
33103.66,565,21.95,64050.32,24,30,7068.0,3,1,0,3.0265,1.9348,0,9.818,1,0.4175,68.13,0,0.1266,25.06,0
74946.58,661,1.21,21581.57,12,33,0.0,2,1,1,0.0691,0.288,1,14.704,2,0.1493,21.92,1,0.0851,3.71,0
42031.63,551,2.03,36861.92,48,39,5798.96,2,2,1,1.8661,0.877,0,15.347,1,0.02,39.42,0,0.0318,0.99,0
36988.64,483,19.2,26021.37,48,26,1471.64,4,1,1,0.6463,0.7035,0,13.295,0,0.1563,14.73,2,0.0652,4.44,0
105924.84,768,13.46,42975.47,120,47,6196.99,1,1,0,0.7994,0.4057,1,4.179,0,0.1589,124.21,2,0.0582,6.66,0
27556.45,675,3.12,27910.41,36,50,2433.64,0,2,1,1.3029,1.0128,0,8.046,1,0.5145,172.85,1,0.1568,22.98,0
31603.26,609,3.33,38968.22,60,24,30120.38,1,3,1,11.7329,1.233,0,14.821,0,0.069,52.74,0,0.0296,29.88,0
55064.61,593,1.0,102703.88,24,34,15117.75,3,0,1,3.7422,1.8652,0,19.44,3,0.0605,55.38,0,0.0733,29.24,0
60763.84,771,8.09,27285.44,60,57,17606.77,2,3,0,3.5849,0.449,0,7.772,0,0.5995,22.8,0,0.1564,37.47,0
64407.71,693,0.41,42692.87,84,49,2636.71,2,3,0,0.6503,0.6629,0,20.255,0,0.1991,37.5,0,0.0667,6.54,0
80917.14,743,17.18,145248.91,36,21,16520.74,0,0,1,2.8808,1.795,0,3.009,0,0.2498,44.3,0,0.0649,6.49,0
54678.08,587,2.89,42336.52,24,49,4595.67,2,1,1,1.1944,0.7743,0,68.202,2,0.3555,54.66,1,0.1812,3.74,0
64161.66,644,0.41,6753.29,48,21,10252.51,2,0,1,1.9428,0.1053,0,13.211,4,0.1315,93.6,0,0.0999,5.86,0
42507.46,676,7.07,21309.94,24,43,0.0,2,2,1,0.1203,0.5013,1,5.941,1,0.1728,17.49,0,0.0622,0.0,0
50740.72,590,9.0,15026.39,60,27,0.0,2,3,0,0.0711,0.2961,1,17.641,0,0.1903,35.89,1,0.0698,7.86,0
52007.53,631,3.02,59830.81,24,42,0.0,1,3,1,0.2761,1.1504,1,2.316,1,0.1483,19.88,2,0.068,2.34,0
55177.14,587,5.88,30915.64,60,39,14191.6,0,2,1,3.2209,0.5603,0,3.745,3,0.2135,22.3,0,0.0985,23.17,0
74974.02,675,4.42,65597.1,60,38,13812.81,0,3,1,2.4208,0.8749,0,20.184,3,0.1328,68.57,0,0.092,0.0,0
66524.8,521,11.19,48898.98,120,43,2523.67,0,2,0,0.6316,0.735,0,15.115,1,0.193,29.85,1,0.0823,10.28,0
50227.57,691,3.66,48761.99,24,31,21294.09,4,3,1,5.3204,0.9708,0,19.381,2,0.3463,15.62,1,0.1382,29.1,0
31413.11,667,16.6,14836.57,120,30,5858.29,1,1,0,2.3513,0.4723,0,11.893,2,0.1052,47.58,1,0.0717,7.34,0
50879.69,621,8.59,45623.65,36,47,0.0,0,2,1,0.2152,0.8967,1,13.534,1,0.2273,29.47,1,0.0896,5.72,0
48271.19,680,4.9,79880.21,24,37,5080.71,4,0,1,1.6602,1.6548,0,35.597,3,0.0074,150.1,1,0.081,4.79,0
54516.02,607,1.76,12828.02,120,30,2560.29,2,0,0,0.62,0.2353,0,2.155,0,0.064,40.07,0,0.0178,3.43,0
164981.55,579,1.34,26738.42,48,35,4373.89,1,2,0,0.357,0.1621,0,18.294,2,0.1112,39.69,0,0.071,4.15,0
36751.16,688,10.51,41372.52,48,34,5396.35,0,2,1,2.0322,1.1257,0,15.169,2,0.3656,48.05,1,0.1395,6.56,0
61837.11,692,1.49,35021.25,36,33,0.0,0,0,1,0.1359,0.5663,1,10.032,1,0.19,10.47,1,0.0774,11.28,0
88225.75,594,3.66,83598.56,24,41,16167.88,1,2,1,2.4265,0.9476,0,7.705,2,0.1134,45.66,1,0.0703,0.0,0
51735.58,586,1.99,52761.12,12,27,20001.97,3,3,0,4.8842,1.0198,0,21.533,3,0.1949,39.54,0,0.1087,21.77,0
177338.36,623,3.03,42785.72,120,53,15807.73,2,0,0,1.1276,0.2413,0,49.481,1,0.3109,47.92,1,0.1404,18.13,0
39818.16,590,0.14,55906.78,12,39,1607.09,0,1,0,0.8213,1.4041,0,17.365,3,0.1287,42.01,0,0.0886,0.0,0
58585.88,777,1.33,54002.64,48,21,2372.83,0,3,0,0.7072,0.9218,1,12.814,1,0.2392,64.42,0,0.0845,20.59,0
31591.93,668,6.0,33748.62,24,40,20603.17,2,1,1,8.0824,1.0683,0,31.732,3,0.1436,18.84,0,0.1043,45.18,1
40403.08,641,7.52,26091.55,84,26,5452.32,1,1,1,1.7744,0.6458,0,13.086,3,0.3236,96.14,1,0.1413,4.28,0
56213.58,556,12.38,62548.73,60,36,7202.61,2,2,1,1.8046,1.1127,0,161.664,2,0.0405,45.08,1,0.1803,15.2,0
78078.28,706,1.55,20272.06,12,35,13872.87,3,2,1,2.1945,0.2596,0,11.268,0,0.1876,72.7,1,0.0638,12.18,0
58425.18,584,0.52,31351.55,12,44,24267.0,2,1,1,5.113,0.5366,0,42.047,2,0.2876,53.27,1,0.1424,42.79,0
97979.46,581,1.12,15492.68,24,44,12082.8,2,2,1,1.5178,0.1581,0,6.738,0,0.2626,16.99,0,0.0713,8.16,0
46526.12,709,3.89,52869.88,60,39,3901.44,3,1,0,1.279,1.1363,0,8.674,4,0.0969,70.83,1,0.095,22.97,0
40835.51,674,1.12,73213.85,12,58,2871.85,1,0,1,1.2742,1.7929,0,6.917,3,0.223,45.36,1,0.111,19.47,0
216900.02,414,3.52,17888.15,24,29,3262.03,2,0,1,0.2003,0.0825,0,10.704,2,0.1169,108.6,1,0.0737,21.44,0
60890.39,625,9.03,29731.01,48,52,22945.33,2,2,0,4.6391,0.4883,0,12.512,1,0.3383,113.04,1,0.1165,34.63,0
33000.74,651,10.73,24051.61,24,52,0.0,3,1,1,0.1749,0.7288,1,16.326,2,0.3224,10.0,1,0.1297,12.31,0
33461.64,609,5.86,66102.52,36,40,8426.3,1,2,1,3.4959,1.9755,0,9.541,4,0.1447,29.57,0,0.1001,29.2,0
29188.38,654,4.16,82539.44,36,42,2412.84,1,2,1,1.6706,2.8278,0,27.365,0,0.0625,11.66,1,0.0459,0.0,0
82052.38,477,3.73,24066.82,36,47,17294.39,0,2,0,2.5997,0.2933,0,53.239,2,0.2026,104.14,1,0.1305,14.12,0
40118.49,385,4.78,5000.0,12,33,9517.66,3,1,0,2.8768,0.1246,0,14.692,3,0.16,26.32,0,0.0942,24.65,0
52577.81,552,3.48,69516.59,36,31,4223.29,1,3,0,1.2812,1.3222,0,7.53,1,0.1919,64.64,0,0.0683,0.0,0
47338.08,665,0.09,33837.05,48,32,7738.15,1,3,1,2.1331,0.7148,0,25.809,1,0.4791,46.48,1,0.1628,23.71,0
73300.36,349,3.42,33922.02,36,40,12468.28,0,1,0,2.1522,0.4628,0,16.289,2,0.0417,50.02,2,0.067,17.15,0
30769.85,564,1.73,61476.73,120,31,5548.49,1,2,0,2.6434,1.998,0,11.958,1,0.4477,56.73,1,0.1434,16.79,0
27131.08,466,0.08,25936.03,36,29,3358.42,0,2,0,1.7148,0.956,0,33.512,0,0.0205,23.54,2,0.0481,27.01,0
55457.02,618,1.44,21814.3,36,25,9514.07,1,2,1,2.1531,0.3934,0,18.645,3,0.16,25.82,1,0.105,11.35,0
68222.36,816,5.18,26076.49,24,26,10038.76,4,2,1,1.8575,0.3822,0,45.864,1,0.0716,43.37,1,0.0776,20.55,0
58858.57,620,0.02,45157.25,60,29,1620.31,2,2,0,0.5145,0.7672,0,9.224,0,0.2998,12.81,0,0.0826,22.32,0
31407.45,630,0.53,58181.85,48,30,7621.96,2,2,1,3.3568,1.8525,0,5.071,1,0.0156,27.11,2,0.0371,11.72,0
71155.06,715,2.04,94992.19,12,38,3959.5,2,2,0,0.9882,1.335,0,2.638,1,0.066,56.94,1,0.0402,0.0,0
32561.19,641,4.59,42710.71,120,28,12151.03,2,1,0,4.7929,1.3117,0,46.467,3,0.2054,36.83,0,0.1321,35.32,0
36796.34,620,4.38,29911.35,120,42,0.0,3,2,1,0.1951,0.8129,0,8.446,1,0.2322,22.06,0,0.0791,12.76,0
29167.94,723,3.96,58455.68,120,58,0.0,3,1,1,0.481,2.0041,0,6.312,0,0.0994,28.97,0,0.0301,2.43,0
100271.53,682,5.45,17477.72,84,50,0.0,0,1,1,0.0418,0.1743,1,45.352,3,0.2142,29.06,0,0.1333,26.84,0
69451.35,665,0.08,82669.2,12,25,11529.83,0,2,1,2.2778,1.1903,0,21.228,0,0.0684,49.62,4,0.0648,20.75,0
68373.89,627,0.6,37699.23,120,33,0.0,0,2,0,0.1323,0.5514,1,6.914,1,0.3692,14.57,1,0.1196,13.36,0
97340.1,608,13.04,28320.79,36,23,2624.65,3,1,0,0.3934,0.2909,0,9.855,1,0.3239,42.96,1,0.1107,9.42,0
230258.32,722,1.75,17514.49,120,39,7498.93,2,3,1,0.4091,0.0761,1,3.716,0,0.1275,21.36,1,0.0425,3.52,0
19147.47,609,7.49,49390.38,24,39,7076.6,3,3,0,5.0541,2.5795,0,7.401,2,0.1799,74.0,0,0.0792,15.54,0
32659.56,750,0.33,27380.85,60,38,13924.05,0,1,0,5.3173,0.8384,0,7.409,0,0.0795,22.71,2,0.0411,26.36,0
34930.08,545,2.82,30906.34,48,25,15168.78,2,3,1,5.4235,0.8848,0,10.256,2,0.1637,29.66,1,0.085,19.57,0
30700.96,769,3.43,11089.17,48,29,0.0,0,1,1,0.0867,0.3612,1,16.236,4,0.1674,39.73,0,0.1114,1.6,0
27101.09,682,5.53,24771.73,36,47,0.0,0,3,0,0.2194,0.914,0,7.105,3,0.3135,30.0,0,0.1263,3.92,0
41572.36,552,10.87,22708.1,12,41,19658.46,2,1,0,5.8056,0.5462,0,24.955,2,0.546,76.84,1,0.1928,37.37,0
25106.15,685,2.87,43133.96,120,27,10750.26,2,1,0,5.5506,1.7181,0,29.262,3,0.0249,37.36,1,0.0801,29.99,0
58939.88,581,0.92,27612.67,84,22,9747.44,1,2,1,2.097,0.4685,0,5.24,4,0.167,17.83,1,0.1096,7.45,0
50434.67,643,3.46,5873.66,120,36,13686.2,0,2,0,3.2843,0.1165,0,2.618,2,0.4848,181.66,0,0.1514,40.77,0
63867.49,596,0.3,25090.44,48,35,1454.27,0,1,1,0.3675,0.3929,0,9.032,0,0.0638,25.54,0,0.0235,0.0,0
64812.3,628,8.86,12766.58,36,22,7104.81,1,3,0,1.3627,0.197,0,3.099,0,0.1273,47.5,0,0.0344,3.7,0
68299.23,724,3.35,16683.09,60,33,1714.26,1,2,1,0.3598,0.2443,1,1.72,0,0.2503,70.13,1,0.0715,10.81,0
39919.69,686,0.58,63103.09,36,31,4338.68,0,2,0,1.6836,1.5808,0,12.583,2,0.2221,30.0,0,0.094,3.62,0
157413.11,538,1.58,10961.68,120,30,2311.14,0,3,0,0.1929,0.0696,1,11.529,0,0.0643,74.07,0,0.0257,0.0,0
55766.97,543,5.88,39801.04,48,32,11277.33,2,1,0,2.598,0.7137,0,6.144,2,0.0668,12.75,0,0.0498,15.36,0
17599.63,664,5.27,23630.81,60,40,13506.71,2,1,1,9.5316,1.3427,0,9.726,1,0.2337,70.98,0,0.0805,24.02,0
28245.61,670,0.8,20847.25,60,37,22781.04,1,3,1,9.8555,0.7381,0,5.188,0,0.1301,37.31,0,0.0369,27.45,0
18820.9,579,0.3,17386.33,36,50,0.0,1,0,1,0.2217,0.9238,0,14.369,4,0.1412,25.3,1,0.1108,0.0,0
49490.4,783,9.19,40444.67,84,39,4632.72,2,2,0,1.3194,0.8172,0,1.823,4,0.3319,21.82,0,0.1405,9.67,0
45844.34,713,0.03,43506.83,48,45,20340.36,0,1,1,5.552,0.949,0,12.894,2,0.052,53.71,2,0.0668,29.4,0
37887.1,583,2.44,10707.0,12,22,5243.68,0,1,0,1.7287,0.2826,0,5.993,1,0.3067,54.75,1,0.1032,0.0,0
148154.27,574,2.23,69413.78,36,38,4399.0,1,0,0,0.4687,0.4685,0,5.966,1,0.104,15.96,1,0.0525,0.0,0
66299.7,619,2.24,15198.14,12,32,14849.06,0,3,0,2.7426,0.2292,0,9.849,3,0.1553,44.84,0,0.089,0.0,0
73083.22,610,1.73,42302.27,84,44,12592.03,0,2,1,2.2065,0.5788,0,3.039,2,0.2707,32.98,2,0.1132,5.36,0
29375.3,753,5.15,15250.56,60,39,0.0,1,2,1,0.1246,0.5192,1,8.445,1,0.2057,43.5,1,0.08,8.42,0
28295.85,728,9.97,24382.22,120,54,0.0,0,3,1,0.2068,0.8617,1,14.553,1,0.1027,56.1,0,0.0518,5.59,0
50023.24,643,4.93,14310.93,48,26,0.0,0,2,0,0.0687,0.2861,1,12.226,5,0.2258,12.72,1,0.1441,2.85,0
53914.46,701,3.1,23302.56,120,29,26059.03,2,3,0,5.9038,0.4322,0,6.445,2,0.173,25.93,0,0.0766,35.28,0
17659.49,714,7.24,28835.61,60,40,17167.27,1,1,0,12.0574,1.6329,0,18.169,1,0.1315,27.35,1,0.0695,32.2,0
44392.74,645,1.62,15567.53,36,35,7985.86,0,3,1,2.2429,0.3507,0,1.211,3,0.4641,62.74,1,0.1665,10.47,0
49401.68,676,2.3,40311.29,36,26,17211.03,0,3,0,4.3765,0.816,0,12.933,2,0.0645,40.53,1,0.0624,26.57,0
43550.13,693,3.49,43893.91,120,41,8011.62,1,3,0,2.4495,1.0079,0,42.239,3,0.1296,25.9,3,0.1321,9.25,0
31339.52,683,10.78,190788.2,24,31,3684.05,0,1,1,2.8717,6.0878,0,2.682,0,0.142,189.97,0,0.0377,7.21,0
36433.93,569,0.31,60093.22,12,41,0.0,4,1,1,0.3959,1.6494,0,15.641,3,0.0719,17.09,1,0.0805,3.86,0
44477.0,579,0.92,70592.08,12,21,0.0,0,2,0,0.3809,1.5872,0,2.441,3,0.2207,27.7,1,0.1067,12.76,0
51531.06,614,3.81,10406.02,60,33,19638.43,2,2,1,4.6217,0.2019,0,34.415,0,0.1958,16.42,2,0.0926,49.66,1
68366.31,576,0.38,9200.36,84,38,11539.63,0,3,0,2.0578,0.1346,0,7.531,0,0.1323,20.17,0,0.0394,6.47,0
88829.22,507,5.26,27090.98,48,38,3781.46,1,2,0,0.584,0.305,0,35.944,2,0.1072,12.93,0,0.0848,15.56,0
41693.84,700,0.33,104970.08,36,44,2965.0,0,1,0,1.4576,2.5176,0,35.113,4,0.1764,66.18,1,0.1369,18.45,0
38143.63,671,2.22,164117.16,24,34,0.0,0,1,0,1.0326,4.3026,0,24.02,1,0.0865,30.87,0,0.0556,7.27,0
62361.95,519,7.33,21017.31,12,41,4835.03,0,3,1,1.0113,0.337,0,3.936,2,0.3918,36.32,2,0.1442,21.86,0
68594.3,618,5.27,22447.96,84,36,8226.16,2,1,1,1.5176,0.3273,0,15.862,0,0.1431,23.26,1,0.0565,12.47,0
38607.03,623,5.94,46794.97,24,45,0.0,0,2,1,0.2909,1.2121,0,8.474,1,0.0919,57.1,1,0.0515,2.33,0
75713.85,656,8.8,28907.22,120,21,0.0,1,3,0,0.0916,0.3818,1,7.354,1,0.1569,103.9,3,0.0819,7.9,0
84016.79,542,7.81,29385.09,120,21,3974.8,0,3,1,0.6517,0.3498,0,6.934,3,0.2335,70.9,1,0.1136,16.39,0
99750.52,518,9.74,49646.56,84,50,5994.66,2,1,1,0.8406,0.4977,0,5.35,1,0.1177,15.08,0,0.0479,0.0,0
130362.79,686,6.13,191968.52,48,30,11740.85,0,1,1,1.4342,1.4726,0,9.509,1,0.1199,14.06,1,0.0594,7.18,0
30438.73,501,0.89,76724.22,36,21,0.0,2,1,0,0.6049,2.5206,0,10.07,2,0.3909,26.6,1,0.1416,7.22,0
49396.95,619,1.32,110739.1,84,35,3366.44,2,3,0,1.3558,2.2418,0,31.545,2,0.059,34.33,1,0.0765,0.0,0
49325.81,610,6.86,9910.13,12,31,2861.11,0,2,0,0.7443,0.2009,0,14.934,5,0.2213,37.06,1,0.1453,5.67,0
46446.65,628,12.79,66079.11,120,41,3624.37,2,1,1,1.2778,1.4227,0,20.192,1,0.2702,10.0,0,0.0984,2.95,0
34300.16,662,2.97,17722.41,84,42,0.0,0,2,1,0.124,0.5167,1,4.21,2,0.2016,18.13,2,0.0969,15.2,0
21653.9,783,4.47,97703.39,12,32,5416.89,0,2,0,4.0848,4.512,0,33.858,3,0.1517,28.72,0,0.1081,44.93,1
51584.35,496,9.97,79400.68,24,47,8870.12,0,1,0,2.4329,1.5392,0,11.327,3,0.4043,38.0,1,0.16,5.71,0
32125.47,718,6.84,48653.53,120,23,11550.79,4,2,0,4.6781,1.5145,0,16.832,0,0.545,47.79,2,0.1653,45.45,1
51395.01,413,8.44,20274.5,60,21,23004.46,0,2,1,5.4659,0.3945,0,5.206,5,0.2847,64.48,2,0.1605,41.42,0
31674.78,765,0.96,23993.02,36,38,2871.38,3,1,1,1.2696,0.7575,0,35.349,4,0.2941,16.05,2,0.174,18.85,0
26774.04,456,0.68,25288.64,84,34,0.0,1,2,1,0.2267,0.9445,0,40.211,2,0.0645,72.15,0,0.0776,10.32,0
55762.9,850,13.31,53934.02,60,21,0.0,3,2,0,0.2321,0.9672,1,3.608,1,0.041,56.86,0,0.0273,5.31,0
53263.51,604,2.05,42724.47,120,43,33439.41,2,2,1,7.7262,0.8021,0,15.829,2,0.0667,55.6,0,0.0579,23.0,0
67413.8,756,1.35,82703.82,36,21,26753.36,0,2,0,5.0567,1.2268,0,10.536,1,0.0886,77.05,0,0.0449,23.23,0
163117.34,737,0.36,93623.15,60,35,0.0,1,1,0,0.1378,0.574,1,11.558,1,0.1129,15.15,1,0.0594,7.43,0
57097.14,600,0.46,18968.17,60,45,4289.51,0,1,0,0.9812,0.3322,0,2.723,1,0.1194,43.17,2,0.0611,1.12,0
64010.02,607,4.94,44751.39,12,39,14211.52,1,2,0,2.832,0.6991,0,4.404,1,0.1598,71.52,1,0.0651,7.3,0
27101.42,564,18.87,44399.06,60,39,3129.04,4,1,0,1.7787,1.6383,0,49.159,3,0.1402,53.43,1,0.1255,15.03,0
24153.89,710,2.51,30891.45,84,31,0.0,1,3,1,0.3069,1.2789,1,12.537,1,0.2437,35.75,0,0.0854,0.0,0
117073.38,601,10.5,60605.87,12,38,4305.99,0,2,1,0.5656,0.5177,0,74.89,4,0.1646,34.75,0,0.1596,12.19,0
29498.25,566,10.18,45212.67,84,42,6600.87,1,2,1,3.0531,1.5327,0,19.462,2,0.498,29.7,0,0.1687,32.0,0
27607.17,688,2.77,22618.82,48,29,1268.42,2,3,0,0.748,0.8193,0,9.606,2,0.1713,51.29,0,0.0788,0.0,0
47977.89,559,3.07,29960.16,36,24,0.0,1,3,0,0.1499,0.6245,0,8.234,2,0.3021,25.42,0,0.1104,16.65,0
46648.41,610,3.33,26186.68,24,45,0.0,1,2,0,0.1347,0.5614,0,13.535,1,0.3812,16.71,0,0.1206,0.0,0
29840.49,649,13.55,20478.15,84,57,5152.51,2,2,1,2.2367,0.6863,0,19.846,3,0.1317,37.78,0,0.0915,3.36,0
41450.89,582,1.63,31086.87,12,53,7542.66,1,1,1,2.3636,0.75,0,12.203,2,0.0904,89.6,1,0.0683,9.48,0
96389.89,595,0.54,14143.34,120,21,3224.87,3,2,0,0.4367,0.1467,0,17.437,4,0.2283,60.95,1,0.1351,17.29,0
31467.28,778,1.45,44713.19,60,50,15718.84,2,2,1,6.3354,1.4209,0,25.096,1,0.4678,58.22,0,0.1519,39.55,0
22776.4,621,5.31,81852.73,24,30,8276.44,2,1,0,5.223,3.5938,0,3.565,4,0.3659,15.45,1,0.1579,25.65,0
82324.7,607,5.55,33955.51,60,56,0.0,3,3,1,0.099,0.4125,1,6.649,2,0.2578,30.03,0,0.098,0.0,0
64264.54,624,8.79,60789.85,84,25,10388.12,2,1,1,2.1668,0.9459,0,6.586,2,0.1178,52.45,0,0.0629,0.0,0
34846.74,680,4.83,36350.54,24,24,11215.96,1,3,0,4.1127,1.0432,0,10.922,5,0.2338,63.37,1,0.1451,40.38,0
20533.4,546,0.08,16909.52,120,36,5437.43,3,1,1,3.3754,0.8235,0,40.479,2,0.0174,15.37,1,0.0736,37.63,0
32547.54,678,17.32,121126.69,12,32,22322.47,2,3,1,9.1233,3.7215,0,7.683,2,0.1599,39.45,1,0.0819,35.9,0
47567.86,663,23.23,6805.05,12,33,5630.06,1,3,1,1.4546,0.1431,0,17.266,3,0.1667,14.29,1,0.1056,0.0,0
93071.16,479,3.82,33080.52,120,47,35221.41,0,1,0,4.6265,0.3554,0,38.081,4,0.0749,19.15,1,0.114,34.84,0
27719.18,801,2.26,19939.15,84,50,34365.16,1,3,0,15.0498,0.7193,0,2.034,2,0.1928,134.04,1,0.0854,33.36,0
46794.18,771,0.69,91867.31,48,26,0.0,2,1,1,0.4712,1.9632,0,6.583,0,0.1128,137.72,2,0.0487,10.4,0
71063.53,567,0.28,37811.91,36,55,6403.46,0,2,1,1.209,0.5321,0,16.526,1,0.1568,13.04,1,0.0745,6.8,0
13230.8,538,0.64,173002.25,60,23,4373.29,2,2,1,7.1046,13.0757,0,10.416,2,0.0902,32.98,2,0.0742,35.24,0
